customer_id,complaint_date,complaint_category,comment,severity,resolution_time_days,escalated,resolved
C00372,2024-03-03,Service Quality,The website was slow when I tried to log in yesterday.,2,13,0,1
C00372,2024-07-04,Meter Reading,The online chat bot could not help me and I had to call anyway.,3,7,0,0
C00373,2022-01-13,Account Management,Quick question about the new tariff letter I received.,1,3,1,1
C00373,2022-05-12,Outage,Calling to update my billing address.,1,5,1,1
C00373,2022-06-06,Meter Reading,The technician did not show up at the agreed time without any notice.,3,12,0,0
C00373,2023-01-05,Technical,The customer service agent I spoke to was not very helpful.,3,11,0,0
C00373,2022-06-07,Billing,I have been waiting over a week for someone to call me back.,3,14,0,1
C00373,2023-08-18,Technical,I am contacting my lawyer. This is negligent and completely unacceptable.,5,10,1,1
C00374,2022-06-04,Outage,I am switching providers immediately. I cannot tolerate this incompetence.,5,16,0,1
C00374,2023-08-27,Account Management,"Everything is fine, just updating my details.",1,5,0,1
C00375,2023-07-25,Service Quality,"Everything is fine, just updating my details.",1,8,0,1
C00375,2022-11-12,Service Quality,I have escalated this complaint twice and it is still not resolved.,4,21,0,1
C00376,2023-08-27,Billing,I am not satisfied with how my previous complaint was handled.,3,18,0,1
C00376,2023-06-13,Outage,My bill was slightly higher than I expected this month.,2,3,0,1
C00377,2022-08-20,Meter Reading,I am going to leave a public review warning everyone about this company.,5,23,0,0
C00378,2023-11-22,Technical,The email confirmation for my account change took two days to arrive.,2,11,0,1
C00379,2024-02-16,Service Quality,My bill was slightly higher than I expected this month.,2,11,0,1
C00380,2023-04-04,Outage,Calling to update my billing address.,1,9,0,1
C00380,2022-05-27,Service Quality,The website was slow when I tried to log in yesterday.,2,8,0,0
C00380,2024-07-08,Outage,The online chat bot could not help me and I had to call anyway.,3,5,1,1
C00381,2024-07-01,Billing,I am not satisfied with how my previous complaint was handled.,3,2,0,1
C00382,2023-07-07,Technical,My bill was slightly higher than I expected this month.,2,4,0,1
C00382,2023-03-11,Account Management,Could you send me a copy of last month's bill?,1,1,0,0
C00383,2024-01-16,Billing,The rate increase was not communicated clearly and came as a surprise.,3,6,0,0
C00383,2024-11-09,Billing,The email confirmation for my account change took two days to arrive.,2,12,0,0
C00384,2022-04-03,Outage,Just checking when my next meter read is scheduled.,1,8,0,1
C00385,2024-06-23,Outage,Quick question about the new tariff letter I received.,1,7,0,1
C00385,2024-12-23,Billing,I have escalated this complaint twice and it is still not resolved.,4,15,0,0
C00385,2024-10-13,Outage,I was on hold for about 20 minutes which felt long.,2,13,1,1
C00385,2024-04-27,Service Quality,I took a day off work for the technician and nobody came.,4,24,0,1
C00385,2024-07-11,Service Quality,The level of service I am receiving is completely unacceptable.,4,13,0,1
C00385,2024-12-27,Outage,The technician did not show up at the agreed time without any notice.,3,19,0,0
C00385,2024-02-12,Service Quality,My bill was slightly higher than I expected this month.,2,2,0,1
C00388,2024-09-01,Outage,I want a formal complaint registered. This has gone on too long.,4,24,1,1
C00389,2024-08-07,Technical,Just checking when my next meter read is scheduled.,1,6,0,1
C00389,2024-06-11,Meter Reading,I have escalated this complaint twice and it is still not resolved.,4,7,0,0
C00389,2024-08-26,Technical,My bill was slightly higher than I expected this month.,2,11,0,0
C00390,2024-02-10,Billing,The website was slow when I tried to log in yesterday.,2,11,1,1
C00390,2023-06-19,Meter Reading,I am considering switching providers if this is not fixed immediately.,4,14,0,0
C00391,2023-08-06,Meter Reading,Response time was a bit slower than last time I called.,2,12,1,1
C00391,2022-01-09,Meter Reading,My power has been out for two days and nobody has given me an update.,4,18,0,0
C00392,2024-07-14,Outage,I have been waiting over a week for someone to call me back.,3,2,1,0
C00393,2023-08-21,Outage,Nobody in your company seems to take responsibility for anything.,4,7,0,0
C00393,2022-03-03,Account Management,I was on hold for about 20 minutes which felt long.,2,4,0,1
C00393,2024-06-09,Meter Reading,I want a full refund and I am cancelling everything today.,5,27,1,0
C00394,2022-07-11,Outage,The technician arrived a bit late but did a good job.,2,6,1,1
C00394,2022-12-01,Billing,I have escalated this complaint twice and it is still not resolved.,4,9,0,0
C00395,2022-04-08,Account Management,The level of service I am receiving is completely unacceptable.,4,20,1,0
C00395,2022-08-04,Meter Reading,My bill was slightly higher than I expected this month.,2,14,0,1
C00396,2024-12-08,Meter Reading,The online chat bot could not help me and I had to call anyway.,3,15,1,1
C00396,2024-06-20,Account Management,My meter reading submission didn't go through on the first try.,2,10,0,1
C00396,2024-01-25,Technical,I would like to know my current contract end date.,1,8,0,1
C00397,2024-04-03,Outage,My bill has errors and I have had to call twice about the same issue.,3,12,0,1
C00397,2024-04-28,Technical,Could you send me a copy of last month's bill?,1,3,0,1
C00397,2024-09-28,Technical,The technician arrived a bit late but did a good job.,2,2,0,1
C00398,2023-09-20,Billing,The technician did not show up at the agreed time without any notice.,3,16,1,0
C00399,2024-07-19,Billing,Response time was a bit slower than last time I called.,2,4,0,0
C00399,2022-03-23,Technical,Response time was a bit slower than last time I called.,2,7,1,1
C00400,2023-02-06,Meter Reading,The technician did not show up at the agreed time without any notice.,3,3,1,0
C00401,2023-12-18,Service Quality,I had trouble navigating the new online portal at first.,2,6,0,1
C00401,2022-06-27,Billing,I would like to check my current balance please.,1,4,0,1
C00402,2023-04-18,Meter Reading,Response time was a bit slower than last time I called.,2,13,0,1
C00402,2024-02-12,Meter Reading,Response time was a bit slower than last time I called.,2,14,0,0
C00404,2023-06-02,Service Quality,I am considering switching providers if this is not fixed immediately.,4,6,1,0
C00404,2022-05-26,Outage,"Everything is fine, just updating my details.",1,1,0,1
C00404,2023-08-18,Account Management,Calling to update my billing address.,1,5,0,1
C00404,2024-04-10,Meter Reading,I would like to know my current contract end date.,1,9,1,1
C00405,2023-05-03,Outage,The worst customer experience I have ever had in my life.,5,20,1,0
C00407,2022-11-28,Outage,My bill has errors and I have had to call twice about the same issue.,3,13,0,0
C00407,2022-02-02,Technical,Could you send me a copy of last month's bill?,1,6,0,1
C00407,2023-10-01,Meter Reading,My meter reading submission didn't go through on the first try.,2,14,1,1
C00407,2024-05-06,Billing,The online chat bot could not help me and I had to call anyway.,3,2,1,1
C00408,2023-05-13,Meter Reading,This is the third billing error in a row. I am losing patience.,4,4,0,1
C00408,2023-04-09,Service Quality,The website was slow when I tried to log in yesterday.,2,5,0,1
C00408,2024-10-08,Service Quality,Nobody in your company seems to take responsibility for anything.,4,3,1,0
C00408,2023-12-01,Service Quality,The customer service agent I spoke to was not very helpful.,3,17,0,1
C00408,2024-05-15,Account Management,The customer service agent I spoke to was not very helpful.,3,11,1,0
C00408,2024-11-19,Meter Reading,I have been trying to get this resolved for two weeks now.,3,9,0,1
C00409,2024-11-17,Outage,My meter reading submission didn't go through on the first try.,2,4,0,1
C00410,2024-04-11,Technical,I have been waiting over a week for someone to call me back.,3,7,0,1
C00411,2024-10-12,Outage,The rate increase was not communicated clearly and came as a surprise.,3,6,0,0
C00411,2023-07-07,Meter Reading,I have been without power for five days and your team does not care at all.,5,3,0,0
C00412,2022-09-04,Account Management,My meter reading submission didn't go through on the first try.,2,3,0,1
C00412,2024-01-18,Billing,The customer service agent I spoke to was not very helpful.,3,6,0,1
C00412,2024-07-25,Service Quality,I need to change my contact phone number on the account.,1,2,0,0
C00412,2022-09-19,Billing,The technician arrived a bit late but did a good job.,2,12,1,1
C00413,2022-01-18,Service Quality,I have been trying to get this resolved for two weeks now.,3,2,0,1
C00415,2024-08-11,Billing,My account was charged incorrectly and I am still waiting for a credit.,3,12,0,0
C00415,2024-09-21,Service Quality,"There was a small discrepancy on my statement, now resolved.",2,4,0,1
C00415,2024-08-28,Service Quality,I had trouble navigating the new online portal at first.,2,12,1,1
C00415,2024-12-22,Account Management,The email confirmation for my account change took two days to arrive.,2,9,0,1
C00415,2024-07-19,Technical,My bill has errors and I have had to call twice about the same issue.,3,1,0,0
C00416,2023-10-06,Service Quality,I have been without power for five days and your team does not care at all.,5,15,1,1
C00417,2024-01-12,Service Quality,Quick question about the new tariff letter I received.,1,3,1,1
C00417,2023-01-08,Account Management,I had trouble navigating the new online portal at first.,2,5,0,1
C00418,2024-04-07,Meter Reading,I need to change my contact phone number on the account.,1,1,0,0
C00419,2023-12-25,Technical,This is the third billing error in a row. I am losing patience.,4,5,0,0
C00419,2024-07-22,Technical,I have been trying to get this resolved for two weeks now.,3,12,0,0
C00421,2022-05-04,Account Management,The level of service I am receiving is completely unacceptable.,4,8,1,0
C00421,2023-10-25,Meter Reading,The email confirmation for my account change took two days to arrive.,2,5,1,1
C00421,2024-11-20,Billing,My account was charged incorrectly and I am still waiting for a credit.,3,5,0,1
C00422,2024-08-11,Technical,"Everything is fine, just updating my details.",1,8,0,1
C00422,2024-03-01,Service Quality,The website was slow when I tried to log in yesterday.,2,6,0,1
C00422,2022-11-17,Outage,Nobody in your company seems to take responsibility for anything.,4,17,0,1
C00422,2024-07-04,Meter Reading,I took a day off work for the technician and nobody came.,4,15,1,1
C00424,2024-07-25,Billing,My meter reading submission didn't go through on the first try.,2,9,0,1
C00424,2023-12-22,Technical,The technician did not show up at the agreed time without any notice.,3,18,1,0
C00424,2022-08-28,Billing,I am not satisfied with how my previous complaint was handled.,3,1,1,0
C00425,2022-01-03,Billing,I am not satisfied with how my previous complaint was handled.,3,18,0,1
C00426,2022-06-15,Billing,The email confirmation for my account change took two days to arrive.,2,11,0,1
C00427,2022-12-13,Account Management,"There was a small discrepancy on my statement, now resolved.",2,7,0,1
C00427,2022-03-12,Service Quality,I want to switch to paperless billing.,1,3,0,1
C00427,2024-01-24,Outage,I am considering switching providers if this is not fixed immediately.,4,22,0,0
C00428,2023-10-12,Outage,"Everything is fine, just updating my details.",1,5,0,0
C00428,2023-09-28,Account Management,This is the third billing error in a row. I am losing patience.,4,20,1,0
C00428,2024-02-05,Technical,I have been waiting over a week for someone to call me back.,3,5,0,0
C00429,2024-05-02,Outage,"There was a small discrepancy on my statement, now resolved.",2,13,0,1
C00429,2024-12-25,Outage,I was treated rudely on my last call and I want this addressed.,4,7,1,0
C00430,2023-12-04,Outage,I waited longer than usual for a callback but it came eventually.,2,7,0,0
C00430,2023-04-14,Meter Reading,I would like to know my current contract end date.,1,1,0,1
C00430,2023-09-01,Service Quality,"There was a small discrepancy on my statement, now resolved.",2,4,0,1
C00431,2024-06-14,Service Quality,I took a day off work for the technician and nobody came.,4,8,0,0
C00431,2024-08-07,Service Quality,The website was slow when I tried to log in yesterday.,2,9,1,1
C00433,2023-03-20,Outage,My bill was slightly higher than I expected this month.,2,6,0,0
